drugtest,age,educate,fulltime,gender,race,married,income,south,sales,construc,othwork,mjuser
preemployment testing program,30,12,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,21,15,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,12,yes,male,white,married,medium or high,no,no,no,other occupation,yes
no testing program,21,14,no,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,18,13,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
preemployment testing program,51,12,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,19,12,yes,female,non-white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,19,13,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,48,17,yes,female,white,married,medium or high,no,yes,no,construction or sales,no
no testing program,44,16,yes,female,white,married,medium or high,no,no,no,other occupation,yes
no testing program,66,12,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,25,13,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,38,16,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,28,10,no,male,non-white,married,medium or high,no,no,no,other occupation,yes
no testing program,29,14,yes,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,39,12,yes,female,non-white,married,medium or high,no,yes,no,construction or sales,no
no testing program,33,16,no,male,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,37,16,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,46,16,yes,female,white,married,medium or high,no,yes,no,construction or sales,no
no testing program,31,16,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
random testing program,47,16,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,28,16,yes,female,non-white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,27,17,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,33,16,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,14,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,29,16,yes,female,white,not married,medium or high,no,no,no,other occupation,no
random testing program,28,15,yes,male,white,married,medium or high,yes,no,no,other occupation,no
no testing program,23,16,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,20,10,yes,male,white,not married,medium or high,yes,no,no,other occupation,yes
preemployment & random testing program,30,14,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,40,12,yes,female,non-white,married,medium or high,yes,yes,no,construction or sales,no
no testing program,33,17,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,53,14,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,33,17,yes,female,white,married,medium or high,yes,no,no,other occupation,no
preemployment & random testing program,31,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,32,15,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,27,16,yes,male,non-white,married,medium or high,yes,no,no,other occupation,yes
no testing program,36,14,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment & random testing program,33,14,yes,female,non-white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,20,13,no,male,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,43,17,no,female,white,not married,medium or high,yes,yes,no,construction or sales,yes
no testing program,24,16,yes,female,white,not married,medium or high,yes,yes,no,construction or sales,yes
no testing program,42,9,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,40,14,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,56,13,yes,female,white,married,medium or high,yes,no,no,other occupation,no
no testing program,31,16,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,44,14,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
preemployment & random testing program,23,12,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,29,13,yes,female,white,married,medium or high,yes,no,no,other occupation,no
no testing program,39,11,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,37,14,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,22,14,yes,female,white,not married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,34,12,yes,male,white,married,medium or high,yes,no,no,other occupation,yes
no testing program,31,14,yes,female,white,married,medium or high,yes,no,no,other occupation,no
no testing program,23,16,yes,male,white,not married,medium or high,yes,no,no,other occupation,no
no testing program,44,17,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,45,12,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment testing program,25,13,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,yes
no testing program,41,16,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,32,17,yes,female,non-white,married,medium or high,yes,no,no,other occupation,no
no testing program,36,17,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment testing program,18,12,no,male,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,39,16,no,female,non-white,married,medium or high,yes,yes,no,construction or sales,no
no testing program,34,16,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
random testing program,24,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,28,9,yes,male,non-white,not married,medium or high,no,yes,no,construction or sales,yes
no testing program,35,10,no,female,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,36,16,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,33,14,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,24,16,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,43,16,no,male,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,40,16,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
no testing program,19,13,no,female,non-white,not married,medium or high,no,no,no,other occupation,no
no testing program,46,17,no,female,non-white,married,medium or high,no,yes,no,construction or sales,no
no testing program,31,17,yes,male,non-white,not married,medium or high,no,no,no,other occupation,yes
no testing program,36,16,yes,male,non-white,not married,medium or high,no,no,no,other occupation,no
preemployment testing program,29,16,yes,male,non-white,not married,medium or high,yes,no,no,other occupation,no
preemployment & random testing program,31,16,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
random testing program,39,12,yes,female,non-white,not married,medium or high,yes,no,no,other occupation,no
no testing program,29,14,yes,male,non-white,married,medium or high,yes,no,no,other occupation,no
preemployment & random testing program,34,12,no,male,white,not married,medium or high,yes,no,no,other occupation,no
no testing program,32,17,no,female,white,married,medium or high,yes,no,no,other occupation,no
no testing program,48,12,yes,female,white,married,medium or high,yes,no,no,other occupation,no
